"Address","Occurrences","H1-1","H1-1 Length","H1-2","H1-2 Length","Indexability","Indexability Status"
"https://inc5shop.com/cart","2","Your cart","9","Your cart is empty","18","Indexable",""
"https://inc5shop.com/collections/mens-formals","2","Collection: Formal Shoes","24","Formal Shoes for Men","20","Indexable",""
