"Address","Content Type","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://inc5shop.com/cdn/shop/files/8905564920592_44878e3c-5264-403e-ae98-76f13c4692e3.png?v=1758866477&width=1500","image/png","2","Indexable","",""
"https://inc5shop.com/cdn/shop/files/8905564920592_44878e3c-5264-403e-ae98-76f13c4692e3.png?v=1758866477&width=1946","image/png","1","Indexable","",""
"https://inc5shop.com/cdn/shop/files/8905564920592_44878e3c-5264-403e-ae98-76f13c4692e3.png?v=1758866477&width=1445","image/png","1","Indexable","",""
