"Address","Occurrences","H1-1","H1-1 Length","Indexability","Indexability Status"
"https://inc5shop.com/collections/womens-sandals","1","Collection: Sandals","19","Indexable",""
"https://inc5shop.com/collections/mens-sandals","1","Collection: Sandals","19","Indexable",""
