"Source","Destination","Alt Text","Anchor","Target","Rel"
"https://inc5shop.com/pages/payment-delivery-policy","http://inc5shoes.co.in/","","http://inc5shoes.co.in/","_blank",""
"https://inc5shop.com/products/inc-5-block-heel-fashion-sandal-for-womens-600588-ant-gold-gold","https://judgeme.imgix.net/inc-5-shoes-pvt-ltd/1780281260__1780281251903-img_9478__original.jpeg?auto=format&w=1024","User picture","","_blank","nofollow"
"https://inc5shop.com/products/women-white-and-multicoloured-open-toe-flats-with-knot-detail-101764-white","https://judgeme.imgix.net/inc-5-shoes-pvt-ltd/1766314448__1766314421628-61c963c8-93d2-4b84-b9d0-96__original.jpeg?auto=format&w=1024","User picture","","_blank","nofollow"
"https://inc5shop.com/products/womens-brown-casual-solid-round-toe-wedge-heels-102880-coffee","https://review-images.judge.me/inc-5-shoes-pvt-ltd/1784698106__1784698093711-2ac5b031-b17e-4d43-b100-a5__original.jpeg?quality=80&width=1024","User picture","","_blank","nofollow"
"https://inc5shop.com/products/womens-brown-casual-solid-round-toe-wedge-heels-102880-coffee","https://review-images.judge.me/inc-5-shoes-pvt-ltd/1784698108__1784698093718-f53f07df-8d12-462f-8402-2b__original.jpeg?quality=80&width=1024","User picture","","_blank","nofollow"
