"Type","Source","Destination","Indexability","Indexability Status","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Unlinked","Link Path","Link Position","Link Origin"
"HTML Canonical","https://inc5shop.com/collections/like-mother-like-daughter?filter.v.availability=1","https://inc5shop.com/collections/like-mother-like-daughter","Non-Indexable","Client Error","9366","","","429","Too Many Requests","true","","","Absolute","false","//head/link[3]","Head","HTML"
