"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Crawlability","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/search","0","","","0","Blocked by robots.txt","Crawlable","true","","","Root-Relative","//body/div[@id='nt_wrapper']/header/div/div/div/div/div/div[1]/div/div/a[1]","Header","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/account","0","","","0","Blocked by robots.txt","Crawlable","true","","","Root-Relative","//body/div[@id='nt_wrapper']/header/div/div/div/div/div/div[1]/div/div/div[1]/a","Header","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/search/?view=wish","0","","","0","Blocked by robots.txt","Crawlable","true","","","Root-Relative","//body/div[@id='nt_wrapper']/header/div/div/div/div/div/div[1]/div/div/a[2]","Header","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/search","0","","","0","Blocked by robots.txt","Crawlable","true","","","Root-Relative","//body/div[@id='nt_wrapper']/header/div/div/div/div/div/div[4]/div/a[1]","Header","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/account","0","","","0","Blocked by robots.txt","Crawlable","true","","","Root-Relative","//body/div[@id='nt_wrapper']/header/div/div/div/div/div/div[4]/div/div[1]/a","Header","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/search/?view=wish","0","","","0","Blocked by robots.txt","Crawlable","true","","","Root-Relative","//body/div[@id='nt_wrapper']/header/div/div/div/div/div/div[4]/div/a[2]","Header","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/collections/mens-running-gym-shoes","3254071","","","200","OK","Crawlable","true","_self","","Absolute","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div[@id='shopify-section-1581505806578']/div/div/div[@id='nt_img_rqpJyQ']/div/a","Content","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/collections/stussy","1966677","","","200","OK","Crawlable","true","_self","","Absolute","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div[@id='shopify-section-1581505806578']/div/div/div[@id='nt_img_xefKR6']/div/a","Content","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/collections/big-tall","2247149","","","200","OK","Crawlable","true","_self","","Root-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div[@id='shopify-section-1581505806578']/div/div/div[@id='nt_img_Dkxgmh']/div/a","Content","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/collections/mens-sneakers","3675742","","","200","OK","Crawlable","true","_self","","Absolute","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div[@id='shopify-section-1581505806578']/div/div/div[@id='nt_img_ryPWWM']/div/a","Content","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/collections/skate-sneakers","2681485","","","200","OK","Crawlable","true","","","Root-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div[@id='shopify-section-collection_list_w9kqc3']/div/div[2]/div[@id='nt_collection_Q64tEG']/div/a","Content","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/collections/performance","4420842","","","200","OK","Crawlable","true","","","Root-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div[@id='shopify-section-collection_list_w9kqc3']/div/div[2]/div[@id='nt_collection_9NCDjj']/div/a","Content","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/collections/leather-shoes","9312","","","429","Too Many Requests","Crawlable","true","","","Root-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div[@id='shopify-section-collection_list_w9kqc3']/div/div[2]/div[@id='nt_collection_3Cz3n8']/div/a","Content","HTML"
"Hyperlink","https://offlimits.co.in/","https://offlimits.co.in/collections/stussy","1966677","","","200","OK","Crawlable","true","","","Root-Relative","//body/div[@id='nt_wrapper']/div[@id='nt_content']/div[@id='shopify-section-collection_list_w9kqc3']/div/div[2]/div[@id='nt_collection_CLgYd9']/div/a","Content","HTML"
