"Address","Status Code","Status","Inlinks","Matched Robots.txt Line"
"https://offlimits.co.in/collections/men-running-shoes?sort_by=price-descending","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/white-shoes-for-men?sort_by=price-ascending","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/white-shoes-for-men?sort_by=price-descending","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/white-shoes-for-men?sort_by=best-selling","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/women-running-gym?sort_by=price-descending","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/women-running-gym?sort_by=price-ascending","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/women-running-gym?sort_by=best-selling","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/men-gym-training?sort_by=price-ascending","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/men-gym-training?sort_by=best-selling","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/men-gym-training?sort_by=price-descending","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/women-bestsellers?sort_by=price-descending","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/women-bestsellers?sort_by=price-ascending","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
"https://offlimits.co.in/collections/women-bestsellers?sort_by=best-selling","0","Blocked by robots.txt","1","Line:14 /collections/*sort_by*"
