"Address","Indexability","Indexability Status","rel=""next"" 1","HTTP rel=""next"" 1","rel=""prev"" 1","HTTP rel=""prev"" 1","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1"
"https://offlimits.co.in/collections/new-arrivals","Indexable","","https://offlimits.co.in/collections/new-arrivals?page=2","","","","https://offlimits.co.in/collections/new-arrivals","","max-image-preview:large",""
"https://offlimits.co.in/collections/women","Indexable","","https://offlimits.co.in/collections/women?page=2","","","","https://offlimits.co.in/collections/women","","max-image-preview:large",""
