"Address","Word Count","Indexability","Indexability Status"
"https://offlimits.co.in/collections/women-hoodies-jackets","189","Indexable",""
"https://offlimits.co.in/collections/men-trail","130","Indexable",""
"https://offlimits.co.in/collections/women-pants-sweatpants","155","Indexable",""
"https://offlimits.co.in/collections/women-shorts","101","Indexable",""
"https://offlimits.co.in/collections/men-hoodies-jackets","181","Indexable",""
"https://offlimits.co.in/collections/women-sweatshirts","131","Indexable",""
