"Address","Content Type","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://www.strique.io/brand/logomark.svg","image/svg+xml","1","Indexable","",""
"https://www.strique.io/images/footer-iso-logo.svg","image/svg+xml","49","Indexable","",""
"https://www.strique.io/images/footer-strique-glow.svg","image/svg+xml","49","Indexable","",""
"https://www.strique.io/ad%20examples/ad-8.png","image/png","2","Indexable","",""
"https://www.strique.io/images/footer-iso-ring.png","image/png","49","Indexable","",""
