"Address","Content Type","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://www.strique.io/ad%20examples/ad-8.png","image/png","2","Indexable","",""
"https://www.strique.io/images/product/personalization.jpg","image/jpeg","1","Indexable","",""
"https://www.strique.io/images/product/brand-profile.jpg","image/jpeg","1","Indexable","",""
"https://www.strique.io/images/product/slash-commands.jpg","image/jpeg","1","Indexable","",""
"https://www.strique.io/images/inc5-case-study.png","image/png","4","Indexable","",""
