"Type","Source","Destination","Size (Bytes)"
"Image","https://www.strique.io/","https://www.strique.io/ad%20examples/ad-8.png","10779000"
"Image","https://www.strique.io/","https://www.strique.io/ad%20examples/ad-8.png","10779000"
"Image","https://www.strique.io/product","https://www.strique.io/images/product/personalization.jpg","402463"
"Image","https://www.strique.io/product","https://www.strique.io/images/product/brand-profile.jpg","407790"
"Image","https://www.strique.io/product","https://www.strique.io/images/product/slash-commands.jpg","371937"
"Image","https://www.strique.io/customers/powerlook","https://www.strique.io/images/inc5-case-study.png","843489"
"Image","https://www.strique.io/customers/inc5","https://www.strique.io/images/inc5-case-study.png","843489"
"Image","https://www.strique.io/customers","https://www.strique.io/images/inc5-case-study.png","843489"
"Image","https://www.strique.io/customers/crimzon","https://www.strique.io/images/inc5-case-study.png","843489"
