"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://offlimits.co.in/collections/black-shoes-for-men?srsltid=AfmBOoqGT_qNT3Pt8Sb5bzRrxU_xuGBTzCCycxgJRfAaOm41ofyk63nI&utm_source=chatgpt.com","text/html; charset=utf-8","200","OK","1.1","Non-Indexable","Canonicalised","https://offlimits.co.in/collections/black-shoes-for-men","max-image-preview:large",""
"https://offlimits.co.in/collections/basketball-boots","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://offlimits.co.in/collections/basketball-boots","max-image-preview:large",""
"https://offlimits.co.in/collections/all","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://offlimits.co.in/collections/all","max-image-preview:large",""
"https://offlimits.co.in/blogs/blogs","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://offlimits.co.in/blogs/blogs","max-image-preview:large",""
"https://offlimits.co.in/collections/black-shoes-for-men","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://offlimits.co.in/collections/black-shoes-for-men","max-image-preview:large",""
"https://offlimits.co.in/collections/mens-bestsellers","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://offlimits.co.in/collections/mens-bestsellers","max-image-preview:large",""
"https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://offlimits.co.in/collections/mens-running-gym-shoes","max-image-preview:large",""
"https://offlimits.co.in/collections/men-shoes","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://offlimits.co.in/collections/men-shoes","max-image-preview:large",""
"https://offlimits.co.in/collections/mens-shoes","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://offlimits.co.in/collections/mens-shoes","max-image-preview:large",""
"https://offlimits.co.in/checkouts/internal/preloads.js?locale=en-IN","application/javascript; charset=utf-8","200","OK","1.1","Indexable","","","",""
