"Address","Content Type","Status Code","Status","Indexability","Indexability Status"
"https://offlimits.co.in/sitemap_products_2.xml?from=7924794359901&to=8185248022621","application/xml; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/sitemap_products_1.xml?from=6628758749277&to=7924712079453","application/xml; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/sitemap_pages_1.xml?from=80016310365&to=117621391453","application/xml; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/sitemap_collections_1.xml?from=261691080797&to=313118425181","application/xml; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/sitemap_blogs_1.xml","application/xml; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/sitemap_agentic_discovery.xml","application/xml; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/pages/technology","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/pages/store-gallery","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/pages/sitemap","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/pages/return-exchange","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/pages/privacy-policy","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/pages/contact","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/women-walking","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/women-tights","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/women-running-gym","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/women-clothing","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/women-bestsellers","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/women","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/white-shoes-for-men","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/size-13-shoes","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/s-w-a-t-men","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/mens-footwear","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://offlimits.co.in/collections/men-track-suits","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/men-sweatshirts","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/men-shorts","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/men-shoes/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://offlimits.co.in/collections/men-sandals-sliders","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/men-running-shoes","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/men-running-gym","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://offlimits.co.in/collections/men-joggers-track-pants","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/men-gym-training","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/men-bestsellers","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://offlimits.co.in/collections/leather-shoes","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/high-top-shoes-for-men","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/casual-shoes-men","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/black-shoes-for-men?srsltid=AfmBOoqGT_qNT3Pt8Sb5bzRrxU_xuGBTzCCycxgJRfAaOm41ofyk63nI&utm_source=chatgpt.com","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://offlimits.co.in/collections/basketball-boots","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/all","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/blogs/blogs","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/black-shoes-for-men","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/mens-bestsellers","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/men-shoes","text/html; charset=utf-8","200","OK","Indexable",""
"https://offlimits.co.in/collections/mens-shoes","text/html; charset=utf-8","200","OK","Indexable",""
