"Address","Word Count","Indexability","Indexability Status"
"https://offlimits.co.in/collections/women-hoodies-jackets","190","Indexable",""
"https://offlimits.co.in/pages/technology","81","Indexable",""
"https://offlimits.co.in/collections/men-shorts","145","Indexable",""
