"Address","Content Type","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://cdn.shopify.com/s/files/1/0549/2926/0637/files/OL_POSTER_1.jpg?v=1762583495","image/jpeg","1","Indexable","",""
