"Address","Content Type","Size (Bytes)","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://urbnworld.com/cdn/shop/files/2_3.svg?v=1749448935&width=100","image/svg+xml","0","1","Indexable","",""
"https://urbnworld.com/cdn/shop/files/1_3.svg?v=1749448934&width=100","image/svg+xml","0","1","Indexable","",""
"https://urbnworld.com/cdn/shop/files/3_2.svg?v=1749448934&width=100","image/svg+xml","0","1","Indexable","",""
"https://urbnworld.com/cdn/shop/files/4_1.svg?v=1749448934&width=100","image/svg+xml","0","1","Indexable","",""
